PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,final_type,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
68,2025-07-18,19:11:53.53,1,2,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Craig, Alec",691468,Left,SCH_BOO,Undefined,3,Top,0,0,1,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.03747,-0.706989,-3.697444,2193.462408,237.30661,2:00,5.67832,1.74142,5.44899,-25.17182,9.7563,13.56383,Sinker,2.91733,-0.59482,82.73028,-5.350114,-1.288854,0.425362,,,,,,,,,,,,-7.78437,5.418,-1.42406,50,5.59847,7.82909,-130.56492,-2.53129,-13.5301,25.71534,-22.757,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,fa162e40-6434-11f0-b8c1-3d0ab3898546,88.61252,,,7.30719,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:11:53.53,2025-07-18T19:11:53.5351296-05:00,2025-07-19T00:11:53.5351296Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,da2a56f0-5486-48eb-a373-31fe58b8de26,55.05298,-131.55636,12.85767,5.67915,-1.6539,-11.3785,-1.73596,8.35074,-6.76505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
69,2025-07-18,19:12:21.87,1,3,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Craig, Alec",691468,Left,SCH_BOO,Undefined,3,Top,0,0,2,Undefined,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,79.10471,0.16739,-0.016881,2431.257427,79.947677,8:45,5.74921,2.03267,4.88796,-47.15042,-0.8574,-12.88694,Slider,1.97837,0.94279,72.83828,-8.332949,-2.291131,0.489699,,,,,,,,,,,,6.39087,-0.08268,-2.01946,50,5.7256,0.56835,-114.82738,-1.39005,8.53494,21.2115,-32.28448,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,0aff1960-6435-11f0-b8c1-3d0ab3898546,76.97064,,,6.26643,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:12:21.87,2025-07-18T19:12:21.8790000-05:00,2025-07-19T00:12:21.8790000Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,11a6df1b-73f0-45a3-ad92-d54d466d542c,55.61527,-115.86002,10.60575,5.75502,0.18165,-16.14224,-2.03702,0.15284,4.26747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.08033,3.007912,1.485158,1.522754,0.48968,1.84118,-0.90538,-3.60398,5.51966,0.92915,83.80812,3.86407,-40.98579,-3.49236,63.47645,-4.05617,5.63114,21.07211,-14.62285,0.87004,-30.64853,2.08694,High,High,High,,,High,High,High
70,2025-07-18,19:12:54.68,2,1,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Gould, Michael",10034549,Right,SCH_BOO,Undefined,3,Top,1,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.16777,-0.298574,-2.305404,2196.238932,239.156687,2:00,5.68637,1.83726,5.31355,-23.99045,10.25552,15.41843,Sinker,3.40669,0.95707,83.53923,-4.728421,0.430826,0.421188,,,,,,,,,,,,-8.30583,5.53874,-1.63955,50,5.64206,4.60614,-132.31017,-1.58667,-14.78579,27.11031,-22.31412,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,1e67f8a0-6435-11f0-b8c1-3d0ab3898546,89.49075,,,7.62854,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:12:54.68,2025-07-18T19:12:54.6889728-05:00,2025-07-19T00:12:54.6889728Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,73e2719c-6863-4074-951e-255cfeba8136,55.18765,-133.36889,13.55515,5.68701,-0.71526,-11.15706,-1.83071,5.18356,-7.39289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
71,2025-07-18,19:13:12.89,2,2,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Gould, Michael",10034549,Right,SCH_BOO,Undefined,3,Top,1,1,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.4568,-0.094495,-1.481634,2536.335595,71.402642,8:30,5.77568,1.82914,4.92193,-50.85562,-3.71288,-15.37056,Slider,1.44835,-0.85286,72.33264,-9.233213,-4.194357,0.494173,,,,,,,,,,,,7.19552,-1.38791,-1.67115,50,5.72386,3.57772,-113.84067,-2.04169,9.41903,21.38753,-33.99087,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,29689750-6435-11f0-b8c1-3d0ab3898546,76.27382,,,6.12416,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:13:12.89,2025-07-18T19:13:12.8946176-05:00,2025-07-19T00:13:12.8946176Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,74fc7924-1dbd-4d4d-93d1-7a0122415b81,55.5816,-114.88451,10.69376,5.78303,-0.38273,-16.99544,-1.83455,3.11802,4.70951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
72,2025-07-18,19:13:32.67,2,3,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Gould, Michael",10034549,Right,SCH_BOO,Undefined,3,Top,1,2,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.29077,-1.400647,-3.928817,2138.794526,244.798727,2:15,5.69004,1.71006,5.4772,-26.66415,8.0517,14.88914,Sinker,2.15401,-0.73138,83.0854,-6.301754,-1.283164,0.424068,,,,,,,,,,,,-8.51134,4.74461,-1.37489,50,5.54858,8.32121,-130.88561,-4.19241,-14.87065,25.76697,-23.88448,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,352f6c30-6435-11f0-b8c1-3d0ab3898546,88.88306,,,7.20537,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:13:32.67,2025-07-18T19:13:32.6751744-05:00,2025-07-19T00:13:32.6751744Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,e6e6e468-777a-4312-aa08-bc3883202876,55.02505,-131.87117,12.88348,5.69146,-3.27886,-11.94224,-1.70404,8.88999,-7.43533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
73,2025-07-18,19:13:48.80,2,4,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Gould, Michael",10034549,Right,SCH_BOO,Undefined,3,Top,1,2,1,Undefined,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,80.55632,-0.766346,-1.371914,3146.800369,25.511322,6:45,5.75284,1.70344,5.11015,-46.04243,-1.65902,-1.45732,Slider,1.19369,0.28917,74.15509,-9.084086,-1.630244,0.479492,86.03509,-0.694666,-48.034473,3996.92765,,,,33.38362,32.50624,-45.508868,0.249968,0.34417,-0.28268,-1.57292,50,5.64421,2.85896,-116.90594,-3.22432,0.4753,22.46644,-32.56442,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,3ec88ba0-6435-11f0-b8c1-3d0ab3898546,78.60904,1.64534,,6.40123,,,,3.6891,1.64534,-0.55077,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:13:48.80,2025-07-18T19:13:48.8075264-05:00,2025-07-19T00:13:48.8075264Z,GroundBall,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,59979adb-2e90-4bd1-a775-7484644fc719,55.3932,-117.93783,11.23322,5.75796,-1.72864,-16.28221,-1.70373,2.83713,0.23765,,3.69169,84.23408,-21.68273,,,,,,,1.64714,-1.62532,-19.8869,,,,,,,-0.54968,-93.8759,3.20224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
74,2025-07-18,19:14:14.54,2,5,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Gould, Michael",10034549,Right,SCH_BOO,Undefined,3,Top,1,2,2,Undefined,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,79.35915,1.002785,-1.481425,1389.187854,44.182078,7:30,5.74727,1.74237,5.07337,-47.38755,-1.06374,-2.60843,Changeup,2.74416,0.12799,71.98581,-7.617196,-1.942753,0.489862,,,,,,,,,,,,0.83189,-0.41819,-1.5996,50,5.80491,3.08134,-114.98433,0.31937,1.09888,23.97321,-32.72648,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,4e25a6a0-6435-11f0-b8c1-3d0ab3898546,76.94504,,,7.37334,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:14:14.54,2025-07-18T19:14:14.5410048-05:00,2025-07-19T00:14:14.5410048Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,45fa72b4-46df-426d-a4bc-f7e75a041c5f,55.42757,-116.11042,11.9866,5.7538,1.85662,-16.36324,-1.74313,3.02972,0.54944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
75,2025-07-18,19:14:34.65,2,6,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Gould, Michael",10034549,Right,SCH_BOO,Undefined,3,Top,1,2,2,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.85019,-1.444035,-5.043568,2190.112596,242.045301,2:00,5.76195,1.70708,5.43343,-26.21482,8.14461,13.43989,Sinker,2.21946,-1.9086,83.7606,-6.251116,-2.664072,0.421885,,,,,,,,,,,,-8.02166,4.77453,-1.26874,50,5.61532,11.00056,-131.52093,-4.30752,-14.19328,25.24002,-23.7261,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,59fa1010-6435-11f0-b8c1-3d0ab3898546,89.34286,,,7.08959,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:14:34.65,2025-07-18T19:14:34.6546688-05:00,2025-07-19T00:14:34.6546688Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,122335e4-26d8-4ddb-ab5e-a5cf0a2c3f7e,55.06906,-132.49016,12.62001,5.76324,-3.39643,-11.86305,-1.70163,11.54559,-7.09664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
76,2025-07-18,19:14:53.01,2,7,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Gould, Michael",10034549,Right,SCH_BOO,Undefined,3,Top,1,3,2,Undefined,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,90.56913,-1.502891,-3.389891,2147.18981,243.361352,2:00,5.56699,1.76727,5.64354,-26.39198,7.93666,13.72509,Sinker,1.9629,-0.25495,83.20646,-6.372502,-0.941195,0.421696,74.33464,-45.424152,3.213725,,,,,3.58132,3.58132,5.791267,0.025488,-7.91571,4.73579,-1.48823,50,5.42221,7.18851,-131.37538,-4.40052,-13.89041,26.77553,-23.86371,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,6501dab0-6435-11f0-b8c1-3d0ab3898546,89.38293,1.98454,,7.36268,,,,1.61074,1.98454,0.25175,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:14:53.01,2025-07-18T19:14:53.0129408-05:00,2025-07-19T00:14:53.0129408Z,GroundBall,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,f440016c-6351-4dff-a54c-80f775c0ff7a,54.85947,-132.36208,13.38777,5.56817,-3.52112,-11.93186,-1.76256,7.70039,-6.94521,,1.60993,76.59608,,,,,,,,1.98537,-77.86107,,,,,,,,0.25171,4.30079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
77,2025-07-18,19:15:32.61,3,1,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Sojka, Andrew",675382,Left,SCH_BOO,Undefined,3,Top,1,0,0,Undefined,Splitter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,80.31447,0.876777,-1.852476,682.232275,342.043973,5:30,5.64985,1.91008,5.02357,-48.53381,-3.76563,1.67248,Changeup,2.43326,0.30071,73.7535,-7.894071,-1.556905,0.481566,74.37171,-34.371996,72.576423,,,,,5.56482,5.48634,36.924243,0.045416,-1.35839,-1.80059,-1.73411,50,5.69417,3.70034,-116.53086,0.00917,-1.8662,22.07693,-34.64782,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,7ca83c90-6435-11f0-b8c1-3d0ab3898546,78.27053,2.80689,,6.56097,,,,3.21991,2.80689,-0.57226,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:15:32.61,2025-07-18T19:15:32.6116864-05:00,2025-07-19T00:15:32.6116864Z,GroundBall,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,18c3a520-29bc-4f7b-b5c5-9b24059fa30d,55.48019,-117.56451,11.03846,5.65577,1.63139,-17.32391,-1.90941,3.78771,-0.9331,,3.2192,27.05614,,,,,,,,2.80852,-61.80442,,,,,,,,-0.57453,86.21192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
78,2025-07-18,19:15:56.99,3,2,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Sojka, Andrew",675382,Left,SCH_BOO,Undefined,3,Top,1,0,1,Undefined,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.48181,-1.041878,-2.667699,2169.783061,241.743059,2:00,5.61227,1.84562,5.45438,-25.3123,9.4293,15.47828,Sinker,2.52638,0.63628,82.70266,-5.720829,0.086211,0.424225,70.0573,48.495109,-132.080295,4921.619644,,,,,38.75177,,,-8.56815,5.36835,-1.62121,50,5.50296,5.42174,-131.25209,-3.31292,-14.94063,27.88225,-22.81307,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,8b3620b0-6435-11f0-b8c1-3d0ab3898546,88.85007,37.48765,,7.77916,,,,1.3875,2.2052,-0.67271,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:15:56.99,2025-07-18T19:15:56.9966080-05:00,2025-07-19T00:15:56.9966080Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,58539527-7fe3-411e-bae4-8544e1ef3895,55.04764,-132.32003,13.94113,5.61312,-2.43914,-11.40654,-1.83984,5.99399,-7.47031,,1.3875,-45.63273,-1.86302,2.05845,-0.69199,0.19587,-0.03093,-0.01352,0.01,2.2052,76.94979,-34.30118,5.29384,-1.22558,0.26441,-0.04611,-0.00485,0.00632,-0.67271,-50.53767,10.77134,-2.11716,0.44035,-0.08373,0.01178,0.00461,-0.00323,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,
79,2025-07-18,19:16:21.16,3,3,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Sojka, Andrew",675382,Left,SCH_BOO,Undefined,3,Top,1,0,2,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.41663,0.510409,-2.381851,2133.397115,237.585431,2:00,5.62656,1.82682,5.56758,-25.34974,10.4152,14.44024,Sinker,3.99133,0.80381,80.76197,-4.223179,0.191866,0.430428,,,,,,,,,,,,-7.96981,5.47433,-1.63076,50,5.65427,4.73327,-129.59066,0.2696,-13.41146,29.72079,-22.9619,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,997bb130-6435-11f0-b8c1-3d0ab3898546,87.56972,,,8.65466,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:16:21.16,2025-07-18T19:16:21.1683840-05:00,2025-07-19T00:16:21.1683840Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,0a20f34a-d433-4826-8777-da513146c83b,54.9309,-130.71664,14.86039,5.62758,1.13951,-11.48095,-1.8197,5.24137,-6.70573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
80,2025-07-18,19:16:40.11,3,4,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Sojka, Andrew",675382,Left,SCH_BOO,Undefined,3,Top,1,1,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.43017,-0.065996,-0.513494,2493.63833,64.392516,8:15,5.63888,1.92207,4.91242,-54.48893,-6.75445,-17.55343,Slider,1.03573,-0.0263,71.52938,-9.873676,-3.615993,0.497264,,,,,,,,,,,,8.53493,-2.86886,-1.85637,50,5.58668,1.74707,-113.69596,-2.12798,10.9993,23.85152,-35.87127,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,a4e746b0-6435-11f0-b8c1-3d0ab3898546,75.79959,,,6.90079,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:16:40.11,2025-07-18T19:16:40.1145856-05:00,2025-07-19T00:16:40.1145856Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,6aeca116-6154-48e1-a977-c4dc4103b749,55.59059,-114.86278,11.92576,5.64786,-0.37315,-17.93563,-1.92868,1.20898,5.49965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
81,2025-07-18,19:17:13.13,3,5,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Sojka, Andrew",675382,Left,SCH_BOO,Undefined,3,Top,1,2,2,Undefined,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.85753,-1.64109,-2.429592,2196.150358,240.061987,2:00,5.61051,1.86657,5.40956,-24.2182,10.19272,15.84253,Sinker,2.05292,0.90903,83.35158,-6.109308,0.388024,0.422201,82.80686,32.885424,-56.202159,4305.978496,51.79665,56.29082,-97.04167,263.76827,91.85574,-69.418802,4.054752,-8.65398,5.89067,-1.66179,50,5.44745,4.87939,-131.82609,-4.66924,-15.27295,27.26104,-21.77794,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,b8956c50-6435-11f0-b8c1-3d0ab3898546,89.27602,61.90836,,7.50595,,,,0.68977,2.01983,-0.83016,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:17:13.13,2025-07-18T19:17:13.1394048-05:00,2025-07-19T00:17:13.1394048Z,FlyBall,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,aed38f99-23d0-47f4-a248-1395d2739584,55.09286,-132.8751,13.63052,5.611,-3.83122,-10.88897,-1.86085,5.46709,-7.63647,,0.68904,56.75047,-18.57264,5.16188,-1.4046,0.40683,-0.09919,0.01458,-0.00089,2.02089,65.91604,-20.30468,1.28532,0.0702,-0.13704,0.04464,-0.00607,0.00029,-0.82961,-84.76883,10.99958,-2.31693,0.58067,-0.18718,0.05129,-0.00816,0.00053,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
82,2025-07-18,19:17:35.74,3,6,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Sojka, Andrew",675382,Left,SCH_BOO,Undefined,3,Top,1,2,2,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.30647,-1.351717,-1.675397,2229.679206,245.285022,2:15,5.55127,1.78539,5.43363,-26.91127,8.97347,16.86379,Sinker,2.04198,1.62121,81.25229,-6.324841,1.327476,0.431148,,,,,,,,,,,,-8.95056,5.28347,-1.64885,50,5.41308,3.02281,-129.50746,-4.03544,-15.09744,28.77129,-23.26208,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,c6084380-6435-11f0-b8c1-3d0ab3898546,87.42341,,,8.05417,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:17:35.74,2025-07-18T19:17:35.7484032-05:00,2025-07-19T00:17:35.7484032Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,515ce701-22af-4074-9509-ef4c6a5c5973,55.06657,-130.6282,14.38565,5.55263,-3.1293,-11.63104,-1.77805,3.6109,-7.54872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
83,2025-07-18,19:17:58.98,3,7,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Sojka, Andrew",675382,Left,SCH_BOO,Undefined,3,Top,1,3,2,Undefined,Splitter,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,80.90115,-0.07211,-2.943892,679.669245,242.568068,2:00,5.66249,1.85077,5.15769,-41.25132,3.3202,3.32508,Changeup,2.15691,-0.64578,73.26514,-7.605328,-2.355748,0.480508,,,,,,,,,,,,-2.58055,2.18075,-1.57819,50,5.62456,5.87804,-117.07258,-1.62397,-3.53231,24.93404,-29.18899,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,d3d2feb0-6435-11f0-b8c1-3d0ab3898546,78.44297,,,7.63601,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:17:58.98,2025-07-18T19:17:58.9892096-05:00,2025-07-19T00:17:58.9892096Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,ff2f4cbe-095f-406c-8f1f-d662579c55e3,55.34024,-118.20447,12.46702,5.6682,-0.29892,-14.59449,-1.84867,6.0384,-1.76615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
84,2025-07-18,19:18:29.71,4,1,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Calarco, Anthony",702125,Left,SCH_BOO,Undefined,3,Top,2,0,0,Undefined,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.03709,-1.552806,-2.770247,2257.788999,243.712307,2:00,5.61145,1.80317,5.29419,-25.97549,9.28138,16.53784,Sinker,1.98675,0.57815,82.49557,-6.328682,0.163945,0.427359,,,,,,,,,,,,-9.12493,5.39477,-1.56371,50,5.45105,5.57956,-130.58017,-4.51196,-15.77408,27.18731,-22.84824,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,e6314bc0-6435-11f0-b8c1-3d0ab3898546,88.19845,,,7.54152,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:18:29.71,2025-07-18T19:18:29.7174016-05:00,2025-07-19T00:18:29.7174016Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,a42ca118-b59f-42c1-a677-2fd6dc51efd1,55.20897,-131.66023,13.59366,5.61226,-3.60428,-11.42412,-1.79781,6.20621,-7.88704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
85,2025-07-18,19:18:54.96,4,2,"Veinbergs, Lukas",1000223279,Right,GAT_GRI,"Calarco, Anthony",702125,Left,SCH_BOO,Undefined,3,Top,2,0,1,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.03042,1.32917,0.828318,2478.231117,65.235863,8:15,5.56926,1.94672,4.93446,-53.12353,-6.08918,-16.81678,Slider,2.39904,1.32833,71.61364,-8.285539,-2.141434,0.493605,,,,,,,,,,,,8.5267,-2.89866,-2.01273,50,5.65466,-0.93577,-114.49976,0.68303,11.1438,24.20439,-35.96238,GAT_GRI,SCH_BOO,GrizzliesBP,Independent,FRONT,20250718-GrizzliesBP-3,f53e7200-6435-11f0-b8c1-3d0ab3898546,76.36161,,,7.41679,,,,,,,e9bbdd67-b5d3-41ad-9068-a511e7c3df12,2025-07-19,00:18:54.96,2025-07-18T19:18:54.9600256-05:00,2025-07-19T00:18:54.9600256Z,,v3,,,,"Alvarez, Jose",672905,Right,GAT_GRI,bdfbdf76-1991-4333-beef-1d801c0c9cab,55.56702,-115.6706,12.1022,5.57954,2.42264,-17.98119,-1.95442,-1.47483,5.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
